coll_id	guid
H168	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f2aa8a08-11fe-4184-8775-b43698a3be94
H168	http://www.wikidata.org/entity/Q13426115
H168	https://www.ipni.org/ipni/idAuthorSearch.do?id=12566-1
H168	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=66936
H198	http://www.wikidata.org/entity/Q18633472
H198	http://isni.org/isni/0000000116301818
H198	https://www.ipni.org/ipni/idAuthorSearch.do?id=19862-1
H198	https://www.biodiversitylibrary.org/creator/200640
H198	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/018a6a18-39da-498d-a1b8-ca3aa57e3d78
H198	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2799
H250	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/956e5fef-848c-4f0c-9dd9-b0f5b3f54c3a
H250	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=28720
H264	https://www.ipni.org/ipni/idAuthorSearch.do?id=29493-1
H264	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=63235
H264	http://www.wikidata.org/entity/Q36573673
H300	https://www.biodiversitylibrary.org/creator/126990
H300	https://species.wikimedia.org/wiki/Auguste-Marie_Hue
H300	http://www.wikidata.org/entity/Q2871308
H300	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/70a655f3-96a0-4b7a-8b70-45485afd4c33
H300	http://isni.org/isni/0000000066421837
H300	https://www.ipni.org/ipni/idAuthorSearch.do?id=4200-1
H437	http://www.wikidata.org/entity/Q21515952
H437	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=322
H437	https://www.ipni.org/ipni/idAuthorSearch.do?id=4036-1
H437	https://species.wikimedia.org/wiki/Isaac_Holden
H437	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/74ff822b-d788-4346-9c98-e070590ce338
H632	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=7741
H632	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8df7dd1a-330f-4335-9e60-3791928f2285
H632	https://www.biodiversitylibrary.org/creator/163381
H632	http://isni.org/isni/0000000072757492
H632	https://www.ipni.org/ipni/idAuthorSearch.do?id=20614-1
H632	https://www.biodiversitylibrary.org/creator/23596
H632	https://www.biodiversitylibrary.org/creator/39968
H648	https://www.biodiversitylibrary.org/creator/151525
H648	https://www.ipni.org/ipni/idAuthorSearch.do?id=4160-1
H648	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2614
H648	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/3e844e27-b631-4547-9808-f16e82642421
H648	http://www.wikidata.org/entity/Q2715058
H648	https://www.biodiversitylibrary.org/creator/66653
H648	https://www.biodiversitylibrary.org/creator/212901
H648	https://www.biodiversitylibrary.org/creator/22704
H648	https://www.biodiversitylibrary.org/creator/2374
H648	http://isni.org/isni/0000000080020052
H648	https://www.biodiversitylibrary.org/creator/9322
H654	https://species.wikimedia.org/wiki/Kanesuke_Hara
H654	https://www.ipni.org/ipni/idAuthorSearch.do?id=3644-1
H654	http://www.wikidata.org/entity/Q4390878
H654	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=82147
H729	http://www.wikidata.org/entity/Q21514664
H729	https://www.ipni.org/ipni/idAuthorSearch.do?id=3639-1
H729	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=64976
H729	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/37df7e27-7ed7-40c5-9f8e-97f770b45216
H753	http://www.wikidata.org/entity/Q5534662
H753	https://www.ipni.org/ipni/idAuthorSearch.do?id=40376-1
H753	https://species.wikimedia.org/wiki/Geoffrey_Alton_Craig_Herklots
H753	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=88034
H753	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/1f9ceff6-97c0-49a2-9b3f-3b2654b6cede
H878	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/76dc62e6-a4aa-4a49-97a3-17bc4df79f19
H878	http://isni.org/isni/0000000081515698
H878	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1630
H878	http://www.wikidata.org/entity/Q87967
H967	http://www.wikidata.org/entity/Q6111184
H967	https://www.biodiversitylibrary.org/creator/28428
H967	https://www.ipni.org/ipni/idAuthorSearch.do?id=3673-1
H967	http://viaf.org/viaf/10211677
H967	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=38510
H967	http://isni.org/isni/0000000063121476
H967	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/9a64e34b-8efb-4ff5-9294-1b2defc30db2
H998	http://www.wikidata.org/entity/Q5798956
H998	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a150e842-476b-4678-a889-e32b57fc3647
HAARA	https://viaf.org/viaf/116886863/
HAARA	https://viaf.org/viaf/311258279/
HAARA	https://viaf.org/viaf/11939080/
HAASJ	https://species.wikimedia.org/wiki/Johann_Franz_Julius_von_Haast
HAASJ	https://www.biodiversitylibrary.org/creator/69996
HAASJ	http://isni.org/isni/0000000118041335
HAASJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4c666661-cd9e-44ed-a45c-9400ac5db90f
HAASJ	http://www.wikidata.org/entity/Q213922
HAASJ	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=17470
HAERF	http://www.wikidata.org/entity/Q62990413
HAGEO	https://viaf.org/viaf/3462149296153980670009/
HAGEO	http://www.wikidata.org/entity/Q4494500
HAGEO	https://viaf.org/viaf/38382924/
HAGEO	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ab9a0ea9-fd23-4e12-b69e-0e00d9fbbc42
HALLF	https://viaf.org/viaf/53656/
HALLF	https://viaf.org/viaf/109740315/
HALLF	http://www.wikidata.org/entity/Q3081482
HALLJ	http://viaf.org/viaf/5019866
HALLJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f00b09f6-83f7-49c4-bec2-fc16c413cd23
HALLJ	https://species.wikimedia.org/wiki/John_Bartholomew_Hall
HALLJ	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=70240
HALLJ	https://www.ipni.org/ipni/idAuthorSearch.do?id=3577-1
HALLN	http://www.wikidata.org/entity/Q3206449
HALLN	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/3e495268-8382-453a-ba9a-ae19133fcd33
HAMBD	http://www.wikidata.org/entity/Q21514589
HAMMC	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/81276612-fa96-447a-a2bc-a728c25f766f
HAMMC	http://www.wikidata.org/entity/Q36525042
HAMMC	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=69966
HANRH	https://www.ipni.org/ipni/idAuthorSearch.do?id=3624-1
HANRH	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/380c275b-f857-43d7-8b3d-17ea66a587f3
HANRH	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=82151
HANSG	http://www.wikidata.org/entity/Q21514634
HANSG	https://www.ipni.org/ipni/idAuthorSearch.do?id=3629-1
HANSG	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=21031
HANSG	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2c700b37-7dbf-436e-a749-d69f3681fc4a
HANSG	https://www.biodiversitylibrary.org/creator/20586
HANSG	https://www.biodiversitylibrary.org/creator/20587
HARDP	http://www.wikidata.org/entity/Q66765147
HARDP	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/d74c31c8-bb02-4ba6-9ab6-6825f8efa584
HARLR	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f3ae3c89-758a-4de2-8957-4baf8204cd38
HARLR	https://viaf.org/viaf/310567612/
HARLR	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/82261503-351e-40c1-bfcb-f21bc248e86d
HARLR	https://viaf.org/viaf/65617004/
HARRW	https://www.ipni.org/ipni/idAuthorSearch.do?id=3679-1
HARRW	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=4238
HARRW	https://species.wikimedia.org/wiki/William_H._Harris
HARRW	http://www.wikidata.org/entity/Q2579125
HARTJH	http://www.wikidata.org/entity/Q21515534
HARTK	https://viaf.org/viaf/45056087/
HARTK	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/98c2e9d1-a909-4a00-8e94-336365885a2d
HASS1	http://isni.org/isni/0000000116796785
HASS1	https://www.ipni.org/ipni/idAuthorSearch.do?id=3720-1
HASS1	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=3009
HASS1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c2fb9171-3149-41c4-bbb8-7b09af7375b3
HASS1	http://www.wikidata.org/entity/Q116720
HASSH	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1442
HASSH	http://isni.org/isni/0000000068626115
HASSH	https://species.wikimedia.org/wiki/Hermann_Edward_Hasse
HASSH	https://www.biodiversitylibrary.org/creator/38336
HASSH	https://www.ipni.org/ipni/idAuthorSearch.do?id=3715-1
HASSH	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/e41b960c-e31f-4f62-a74f-99d8ca2e07e2
HASSH	http://www.wikidata.org/entity/Q18349258
HATSG	https://viaf.org/viaf/310548379/
HATSG	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8dc19834-4842-4b7f-bc86-0a60b073c06a
HATSG	https://viaf.org/viaf/33715335/
HATSG	https://viaf.org/viaf/287662874/
HAUML	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f675281e-0a17-465a-902b-33d53ecc81a2
HAUML	https://viaf.org/viaf/103649935/
HAUML	https://viaf.org/viaf/212140319/
HAUML	https://viaf.org/viaf/488145856934922920534/
HAUML	http://www.wikidata.org/entity/Q6697106
HAUSH	https://species.wikimedia.org/wiki/Heinrich_Carl_Haussknecht
HAUSH	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=288
HAUSH	https://www.ipni.org/ipni/idAuthorSearch.do?id=3732-1
HAUSH	http://isni.org/isni/000000002055057X
HAUSH	https://www.biodiversitylibrary.org/creator/10886
HAUSH	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8b1a661c-5b07-440d-b82b-42e3f9aed717
HCHRTNR	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ec927169-7754-4204-91d4-c2faa2379e8e
HCHRTNR	http://isni.org/isni/0000000398432065
HCHRTNR	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=48529
HCHRTNR	http://www.wikidata.org/entity/Q4332701
HCHRTNR	https://www.ipni.org/ipni/idAuthorSearch.do?id=3982-1
HEDBK	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0c444683-a0e4-442c-8e77-5152b2a3e43a
HEDBK	http://www.wikidata.org/entity/Q5795297
HEDBK	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b7f6c966-9610-4996-a639-fa2b48bcb1d6
HEDBK	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/27f1072d-00ff-41db-90da-b65eeca69f16
HEIDF	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=23863
HEIDF	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ff39525f-d50a-4f93-ab1a-566495d23f67
HELFJ	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=27607
HELFJ	http://www.wikidata.org/entity/Q38077867
HELFJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2ace7976-5fa6-4132-ace2-7b87939c5840
HELFJ	http://sdei.senckenberg.de/biographies/information.php?id=9413
HELLA	https://species.wikimedia.org/wiki/Amos_Arthur_Heller
HELLA	https://www.biodiversitylibrary.org/creator/41144
HELLA	https://www.biodiversitylibrary.org/creator/29044
HELLA	https://www.biodiversitylibrary.org/creator/9321
HELLA	http://www.wikidata.org/entity/Q2373009
HELLA	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=883
HELLA	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8d2e8a77-da24-46ad-87c0-143b3bf6d12e
HELLA	https://www.ipni.org/ipni/idAuthorSearch.do?id=3806-1
HELLA	https://www.biodiversitylibrary.org/creator/14813
HELMR	http://sdei.senckenberg.de/biographies/information.php?id=24196
HELMR	https://www.ipni.org/ipni/idAuthorSearch.do?id=13290-1
HELMR	http://sdei.senckenberg.de/biographies/information.php?id=56753
HELMR	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/6c70bab8-15f6-46df-a53d-5eab95895fe6
HELMR	http://www.wikidata.org/entity/Q19877827
HENRA1	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2546
HENRA1	https://www.ipni.org/ipni/idAuthorSearch.do?id=3849-1
HENRA1	http://www.wikidata.org/entity/Q2585626
HENRA1	http://isni.org/isni/0000000081574073
HENRA1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/044c9309-aed8-4651-9fe3-02b7efde8a3e
HENRA1	https://species.wikimedia.org/wiki/Augustine_Henry
HENSAE	http://www.wikidata.org/entity/Q2214976
HENSAE	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=43380
HENSAE	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/c5f923ca-8b22-45da-9e29-2383ae5c8ea6
HENSAE	https://www.ipni.org/ipni/idAuthorSearch.do?id=3856-1
HENSJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7e2eb6eb-b554-4681-bae8-0f7f3fbaf2d3
HENSJ	http://www.wikidata.org/entity/Q3082993
HENSJ	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=13291
HEPPF	https://viaf.org/viaf/673150323818109972232/
HEPPF	https://viaf.org/viaf/52360121/
HEPPF	https://viaf.org/viaf/109368371/
HEPPF	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/779d5a45-4877-4e2a-9c03-9c06b9cdc01c
HEPPF	http://www.wikidata.org/entity/Q5868529
HERSJ	http://www.wikidata.org/entity/Q16003844
HERSJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/e9d9718f-7a06-4d52-a3ba-3591958f06b6
HERVJ1	http://www.wikidata.org/entity/Q5873427
HERVJ1	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=75416
HERVJ1	https://species.wikimedia.org/wiki/Gabriel_Marie_Joseph_Hervier-Basson
HERVJ1	http://isni.org/isni/0000000432297558
HERVJ1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f32ef5c6-78cc-46c4-aa11-894cce1a1ef7
HGCM1	http://www.wikidata.org/entity/Q21340179
HGCM1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/08f3dd5a-b0e8-491b-9dce-ef7b105eb072
HGCM1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fccf21fd-b1a4-4ced-9535-f16a4cef2f30
HGCM1	https://viaf.org/viaf/68607728/
HILDJ	http://www.wikidata.org/entity/Q75765
HILDJ	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=33328
HILDJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/66ecc8cc-5e4f-4129-bb5e-abd0dfd92a49
HILDJ	https://species.wikimedia.org/wiki/Johann_Maria_Hildebrandt
HILDJ	https://www.ipni.org/ipni/idAuthorSearch.do?id=14026-1
HILDJ	https://viaf.org/viaf/52451117/
HINDW	https://www.ipni.org/ipni/idAuthorSearch.do?id=3959-1
HINDW	https://www.biodiversitylibrary.org/creator/15453
HINDW	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=42125
HINDW	http://www.wikidata.org/entity/Q21515836
HLSCT	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2c1dca2f-04a6-478b-9001-55fa2afa4b5a
HLSCT	https://www.ipni.org/ipni/idAuthorSearch.do?id=3954-1
HLSCT	http://www.wikidata.org/entity/Q2745999
HLSFW	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b40e69d0-d743-4496-8fed-202b52565a4e
HLSFW	http://www.wikidata.org/entity/Q21515828
HLSFW	https://www.ipni.org/ipni/idAuthorSearch.do?id=29538-1
HNNMR	http://www.wikidata.org/entity/Q36626716
HNNMR	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/57f566df-e589-41d4-b378-708a25c992ba
HNNMR	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=81319
HNSER	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=14977
HNSER	https://www.ipni.org/ipni/idAuthorSearch.do?id=3797-1
HNSER	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8695d88b-d724-46e7-acc9-e4877bd0fcd7
HOEHF	https://www.ipni.org/ipni/idAuthorSearch.do?id=3999-1
HOEHF	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2045
HOEHF	https://www.biodiversitylibrary.org/creator/249621
HOEHF	http://isni.org/isni/0000000110823607
HOEHF	http://www.wikidata.org/entity/Q5499235
HOEHF	https://species.wikimedia.org/wiki/Frederico_Carlos_Hoehne
HOEHF	https://www.biodiversitylibrary.org/creator/222898
HOEHF	https://www.biodiversitylibrary.org/creator/95060
HOEHF	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b6498b43-58e4-4b55-89b8-9d9da5f1ab9b
HOLME	https://www.biodiversitylibrary.org/creator/10661
HOLME	https://www.ipni.org/ipni/idAuthorSearch.do?id=4053-1
HOLME	http://www.wikidata.org/entity/Q18910510
HOLME	http://isni.org/isni/000000043963625X
HOLME	https://www.biodiversitylibrary.org/creator/19422
HOLME	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/28cd54a5-1247-474c-96b9-ab97d54cb334
HOLME	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1557
HOLMN	https://www.ipni.org/ipni/idAuthorSearch.do?id=4059-1
HOLMN	https://species.wikimedia.org/wiki/Lauritz_B._Holm-Nielsen
HOLMN	http://www.wikidata.org/entity/Q2843330
HOLMN	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=39332
HOLUE	http://sdei.senckenberg.de/biographies/information.php?id=9579
HOLUE	http://www.wikidata.org/entity/Q78732
HOLUE	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=24967
HOLUE	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/65928ba1-3c14-407a-9a38-8bd1a08706c2
HOLUE	https://www.biodiversitylibrary.org/creator/36280
HOMOA	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/505510d0-29d9-4b02-8f5e-494fb31fdcda
HOOKJ	https://viaf.org/viaf/17306215/
HOOKJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/cc3b7080-5fbb-4ea5-9655-49302d3e6a1b
HOYLA	https://species.wikimedia.org/wiki/Arthur_Clague_Hoyle
HOYLA	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/ef818181-9435-45cd-9d72-d815d1b097c0
HOYLA	https://www.ipni.org/ipni/idAuthorSearch.do?id=4171-1
HOYLA	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=12175
HRDAJ	http://www.wikidata.org/entity/Q21394979
HRDAJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/34c3934d-b80c-4016-a879-57516e5af646
HRP	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=4894
HRP	http://www.wikidata.org/entity/Q76879989
HRSLK	https://www.ipni.org/ipni/idAuthorSearch.do?id=20058-1
HRSLK	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=81310
HRSLK	http://www.wikidata.org/entity/Q36604737
HUETA	http://www.wikidata.org/entity/Q5711578
HUETA	https://www.ipni.org/ipni/idAuthorSearch.do?id=14036-1
HUETA	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/2aa610c0-4ad2-48c8-b555-a29c372e69ea
HULSG	http://www.wikidata.org/entity/Q19974742
HULSG	https://viaf.org/viaf/7405786/
HULSG	https://viaf.org/viaf/212750116/
HULSG	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/27bdf4c1-948c-4721-be1a-045eae424713
HULSG	https://viaf.org/viaf/208390629/
HUMBJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/56971563-19da-4929-a160-299e50330457
HUMBJ	http://www.wikidata.org/entity/Q2738811
HUMBL	https://viaf.org/viaf/29834061/
HUMBL	http://www.wikidata.org/entity/Q3271059
HUNZJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/34fcad12-1226-4bdd-a3ca-f53160ae65b3
HUNZJ	https://species.wikimedia.org/wiki/Juan_H%C3%A9ctor_Hunziker
HUNZJ	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=11506
HUNZJ	http://www.wikidata.org/entity/Q5547748
HUSNT	https://www.ipni.org/ipni/idAuthorSearch.do?id=4245-1
HUSNT	https://species.wikimedia.org/wiki/Pierre_Tranquille_Husnot
HUSNT	http://www.wikidata.org/entity/Q3387154
HUSNT	https://www.biodiversitylibrary.org/creator/94495
HUSNT	http://isni.org/isni/0000000008850553
HUSNT	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/70c5e77a-c898-4829-9173-80302ae2c5e2
HUSNT	https://www.biodiversitylibrary.org/creator/3983
HUTCJ	http://isni.org/isni/0000000108818569
HUTCJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5ffed2db-944b-40d4-9116-93c934bf9545
HUTCJ	https://www.ipni.org/ipni/idAuthorSearch.do?id=4249-1
HUTCJ	https://www.biodiversitylibrary.org/creator/151861
HUTCJ	https://species.wikimedia.org/wiki/John_Hutchinson
HUTCJ	http://www.wikidata.org/entity/Q253917
HUTE1	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=79807
HUTE1	https://www.ipni.org/ipni/idAuthorSearch.do?id=4253-1
HUTE1	http://www.wikidata.org/entity/Q2176541
HUTE1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/d30ea6f1-41f0-4593-9826-51f31ed08098
HYNBN	http://www.wikidata.org/entity/Q91498
HYNBN	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/e8f55511-ba04-42f1-8808-08f166e58495
HYNBN	https://species.wikimedia.org/wiki/Benjamin_Heyne
HYNBN	http://isni.org/isni/0000000119139975
HYNBN	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=17699
I002	http://www.wikidata.org/entity/Q36525398
I003	http://www.wikidata.org/entity/Q4200281
I003	https://viaf.org/viaf/72904929/
I008	http://www.ipni.org/ipni/idAuthorSearch.do?id=20690-1
I321	https://viaf.org/viaf/113005129/
I321	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/51db9a13-4356-48d2-ab7e-4fb39470a62b
I729	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=3942
I729	http://www.wikidata.org/entity/Q50354950
I729	https://www.ipni.org/ipni/idAuthorSearch.do?id=4333-1
I729	https://species.wikimedia.org/wiki/Ernst_Friedrich_Hermann_Itzigsohn
I729	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/563c4757-35bd-4439-b4e3-ef29919181a9
ILSEH	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/cbf15dd9-3aea-4e91-b70f-fa03a5b51d07
ILSEH	https://www.ipni.org/ipni/idAuthorSearch.do?id=4285-1
ILSEH	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=67555
ILSEH	https://species.wikimedia.org/wiki/Hugo_Ilse
IRVIF	https://species.wikimedia.org/wiki/Frederick_Robert_Irvine
IRVIF	http://www.wikidata.org/entity/Q21516783
IRVIF	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/83921ad1-ee2c-4809-b4b3-2cab9674ccb5
IRVIF	https://www.ipni.org/ipni/idAuthorSearch.do?id=4310-1
J008	https://www.biodiversitylibrary.org/creator/34435
J008	https://www.ipni.org/ipni/idAuthorSearch.do?id=20812-1
J008	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=48918
J008	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fb6ac80a-ced0-400e-b2c4-b3ce372be91b
J008	http://www.wikidata.org/entity/Q4160112
J008	http://isni.org/isni/0000000384193622
J008	https://species.wikimedia.org/wiki/Herbert_Spencer_Jackson
J020	https://viaf.org/viaf/45993901/
J020	http://www.wikidata.org/entity/Q680696
J020	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/fbfad1c5-7e65-48f0-965a-9f26d40e2ad6
J020	https://viaf.org/viaf/235971248/
J031	http://www.wikidata.org/entity/Q21517099
J031	https://www.ipni.org/ipni/idAuthorSearch.do?id=4526-1
J031	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/7c013fc7-1187-4acb-8bf0-38ecf974dae1
J034	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=34032
J034	http://www.wikidata.org/entity/Q21516847
J034	https://www.biodiversitylibrary.org/creator/228091
J034	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/e2f929fd-a9f8-4139-9e0e-b22e335a0d64
J555	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/88135903-4955-48b7-a790-7d4bca113a53
J555	http://www.wikidata.org/entity/Q36587118
J555	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=65199
J980	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=39310
J980	http://www.wikidata.org/entity/Q20732766
J980	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/280184e4-89d2-4c80-a39c-bc2c9fc19d28
J999	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/1a98a2e3-844b-4e9d-b468-c78dae71a7ac
J999	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=70571
JACKA	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/40217219-f390-44df-88f7-44fb52133650
JACKA	https://www.ipni.org/ipni/idAuthorSearch.do?id=4360-1
JACKA	https://www.biodiversitylibrary.org/creator/12854
JACKA	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=35317
JACKA	https://species.wikimedia.org/wiki/Albert_Bruce_Jackson
JACKA	http://www.wikidata.org/entity/Q512079
JACKG1	https://www.biodiversitylibrary.org/creator/38225
JACKG1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/3b1dacd1-b877-4a6e-8561-c6afdd545e78
JACKG1	http://www.wikidata.org/entity/Q4160115
JACKG1	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=36928
JACKG1	https://species.wikimedia.org/wiki/George_Jackson
JACQH1	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/5ddfd239-6b0c-476e-98c3-accaf1465841
JACQH1	https://viaf.org/viaf/316900303/
JACQH1	https://viaf.org/viaf/222149366023285600539/
JACQH1	https://viaf.org/viaf/311233306/
JACQH1	http://www.wikidata.org/entity/Q5894429
JACQH1	https://viaf.org/viaf/2563621/
JAEGP	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/6aa3794e-5a11-43fd-8ecb-4f90271e08cf
JAEGP	https://viaf.org/viaf/30735147/
JANGJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/b76b0ac7-7862-4ffe-a115-860be6985532
JANGJ	http://www.wikidata.org/entity/Q26714584
JANGJ	https://viaf.org/viaf/58978721/
JANGJ	http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/e20d70ac-b70c-4dde-a43c-e1981ede513e
JANSJ	https://viaf.org/viaf/281806617/
JANSJ	http://www.wikidata.org/entity/Q62990503
JANSM	https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=18617
